"","P15","P12","P1","P7","P2","P21","P13","P28","P24","P4","P22","P16","P25","P34","P5","P9","P29","P3","P8","P23","P10","P14","P18","P27","P6","","P30","P33","P26","P19","P35","P11","P17","P20","P39","P40","P41","P31","P32","P36","P37","P38","P42","P43","P44"
"P30",0.967901234567901,0.877742946708464,0.82051282051282,0.32,1.34131736526946,0.361290322580645,0.861538461538461,1.78723404255319,0.674698795180723,0.746666666666667,0.823529411764706,1.07692307692308,0,0,1.6,1.64705882352941,7.2258064516129,1.86666666666667,0,0,0,2.43478260869565,0,0,0,5.6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P33",0.82962962962963,1.05329153605016,1.43589743589744,0.96,0.335329341317365,0.361290322580645,1.29230769230769,0.595744680851064,0,1.49333333333333,0,2.15384615384615,0,0,0,1.64705882352941,1.80645161290323,1.86666666666667,0,0,0,0,0,2.8,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P26",1.10617283950617,0.802507836990596,1.17216117216117,1.09714285714286,0.766467065868263,0.412903225806452,0.984615384615384,2.72340425531915,0,0.853333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P19",1.10617283950617,1.40438871473354,0.41025641025641,0.64,2.01197604790419,0.72258064516129,0,1.19148936170213,0,2.98666666666667,1.64705882352941,0,0,0,3.2,0,0,3.73333333333333,3.73333333333333,0,0,4.8695652173913,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0
"P35",0.737448559670782,0,0.547008547008547,1.70666666666667,1.78842315369261,0,2.2974358974359,1.5886524822695,0,0,0,2.87179487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9333333333333,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P11",1.10617283950617,1.40438871473354,0.82051282051282,1.28,1.34131736526946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6666666666667,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"P17",0,0.702194357366771,1.64102564102564,0,0,1.44516129032258,1.72307692307692,0,2.69879518072289,0,0,0,0,0,0,13.1764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
"P20",1.10617283950617,1.40438871473354,0.82051282051282,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2258064516129,7.46666666666667,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0
"P39",0.553086419753086,0,0.82051282051282,0,0,0,3.44615384615385,0,0,2.98666666666667,0,4.30769230769231,0,0,0,0,7.2258064516129,7.46666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
"P40",1.10617283950617,1.40438871473354,1.64102564102564,0,1.34131736526946,0,1.72307692307692,2.38297872340426,0,2.98666666666667,3.29411764705882,0,0,5.74358974358974,0,0,0,7.46666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"P41",1.10617283950617,0.702194357366771,1.64102564102564,0,0,0,1.72307692307692,0,0,0,0,0,0,0,0,0,0,0,14.9333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"P31",1.10617283950617,1.40438871473354,1.64102564102564,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
"P32",1.10617283950617,1.40438871473354,0,2.56,2.68263473053892,0,0,0,0,5.97333333333333,6.58823529411765,0,0,0,0,0,0,0,0,0,0,19.4782608695652,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
"P36",1.10617283950617,1.40438871473354,1.64102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"P37",1.10617283950617,0,1.64102564102564,0,0,0,0,0,5.39759036144578,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"P38",1.10617283950617,1.40438871473354,1.64102564102564,0,0,0,0,0,0,0,0,0,0,0,0,13.1764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
"P42",1.10617283950617,1.40438871473354,1.64102564102564,2.56,0,2.89032258064516,3.44615384615385,0,5.39759036144578,5.97333333333333,0,0,0,11.4871794871795,0,0,14.4516129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"P43",1.10617283950617,0,0,0,0,0,3.44615384615385,0,0,0,0,0,0,11.4871794871795,0,0,14.4516129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0
"P44",1.10617283950617,1.40438871473354,0,2.56,0,2.89032258064516,0,0,5.39759036144578,0,0,0,0,0,0,13.1764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
